special_abilities_id,name,desc,attack_bonus,damage_dice
183,Ghost - Incorporeal Movement,The ghost can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.,0,
184,Giant Badger - Keen Smell,The badger has advantage on Wisdom (Perception) checks that rely on smell.,0,
185,Giant Bat - Echolocation,The bat can't use its blindsight while deafened.,0,
186,Giant Bat - Keen Hearing,The bat has advantage on Wisdom (Perception) checks that rely on hearing.,0,
187,Giant Boar - Charge,"If the boar moves at least 20 ft. straight toward a target and then hits it with a tusk attack on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",0,2d6
188,Giant Boar - Relentless (Recharges after a Short or Long Rest),"If the boar takes 10 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.",0,
189,Giant Crab - Amphibious,The crab can breathe air and water.,0,
190,Giant Crocodile - Hold Breath,The crocodile can hold its breath for 30 minutes.,0,
191,Giant Eagle - Keen Sight,The eagle has advantage on Wisdom (Perception) checks that rely on sight.,0,
192,Giant Elk - Charge,"If the elk moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 7 (2d6) damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone.",0,2d6
193,Giant Fire Beetle - Illumination,The beetle sheds bright light in a 10-foot radius and dim light for an additional 10 ft..,0,
194,Giant Frog - Amphibious,The frog can breathe air and water,0,
195,Giant Frog - Standing Leap,"The frog's long jump is up to 20 ft. and its high jump is up to 10 ft., with or without a running start.",0,
196,Giant Goat - Charge,"If the goat moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 5 (2d4) bludgeoning damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",0,2d4
197,Giant Goat - Sure-Footed,The goat has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,0,
198,Giant Hyena - Rampage,"When the hyena reduces a creature to 0 hit points with a melee attack on its turn, the hyena can take a bonus action to move up to half its speed and make a bite attack.",0,
199,Giant Lizard - Variant: Hold Breath,The lizard can hold its breath for 15 minutes. (A lizard that has this trait also has a swimming speed of 30 feet.),0,
200,Giant Lizard - Variant: Spider Climb,"The lizard can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
201,Giant Octopus - Hold Breath,"While out of water, the octopus can hold its breath for 1 hour.",0,
202,Giant Octopus - Underwater Camouflage,The octopus has advantage on Dexterity (Stealth) checks made while underwater.,0,
203,Giant Octopus - Water Breathing,The octopus can breathe only underwater.,0,
204,Giant Owl - Flyby,The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach.,0,
205,Giant Owl - Keen Hearing and Sight,The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.,0,
206,Giant Rat - Keen Smell,The rat has advantage on Wisdom (Perception) checks that rely on smell.,0,
207,Giant Rat - Pack Tactics,The rat has advantage on an attack roll against a creature if at least one of the rat's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
208,Giant Sea Horse - Charge,"If the sea horse moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 7 (2d6) bludgeoning damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.",0,2d6
209,Giant Sea Horse - Water Breathing,The sea horse can breathe only underwater.,0,
210,Giant Shark - Blood Frenzy,The shark has advantage on melee attack rolls against any creature that doesn't have all its hit points.,0,
211,Giant Shark - Water Breathing,The shark can breathe only underwater.,0,
212,Giant Spider - Spider Climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
213,Giant Spider - Web Sense,"While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.",0,
214,Giant Spider - Web Walker,The spider ignores movement restrictions caused by webbing.,0,
215,Giant Toad - Amphibious,The toad can breathe air and water,0,
216,Giant Toad - Standing Leap,"The toad's long jump is up to 20 ft. and its high jump is up to 10 ft., with or without a running start.",0,
217,Giant Vulture - Keen Sight and Smell,The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell.,0,
218,Giant Vulture - Pack Tactics,The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
219,Giant Weasel - Keen Hearing and Smell,The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,
220,Giant Wolf Spider - Spider Climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
221,Giant Wolf Spider - Web Sense,"While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.",0,
222,Giant Wolf Spider - Web Walker,The spider ignores movement restrictions caused by webbing.,0,
223,Gibbering Mouther - Aberrant Ground,The ground in a 10-foot radius around the mouther is doughlike difficult terrain. Each creature that starts its turn in that area must succeed on a DC 10 Strength saving throw or have its speed reduced to 0 until the start of its next turn.,0,
224,Gibbering Mouther - Gibbering,"The mouther babbles incoherently while it can see any creature and isn't incapacitated. Each creature that starts its turn within 20 feet of the mouther and can hear the gibbering must succeed on a DC 10 Wisdom saving throw. On a failure, the creature can't take reactions until the start of its next turn and rolls a d8 to determine what it does during its turn. On a 1 to 4, the creature does nothing. On a 5 or 6, the creature takes no action or bonus action and uses all its movement to move in a randomly determined direction. On a 7 or 8, the creature makes a melee attack against a randomly determined creature within its reach or does nothing if it can't make such an attack.",0,
225,Glabrezu - Innate Spellcasting,"The glabrezu's spellcasting ability is Intelligence (spell save DC 16). The glabrezu can innately cast the following spells, requiring no material components:
At will: darkness, detect magic, dispel magic
1/day each: confusion, fly, power word stun",0,
226,Glabrezu - Magic Resistance,The glabrezu has advantage on saving throws against spells and other magical effects.,0,
227,Gladiator - Brave,The gladiator has advantage on saving throws against being frightened.,0,
228,Gladiator - Brute,A melee weapon deals one extra die of its damage when the gladiator hits with it (included in the attack).,0,
229,Gnoll - Rampage,"When the gnoll reduces a creature to 0 hit points with a melee attack on its turn, the gnoll can take a bonus action to move up to half its speed and make a bite attack.",0,
230,Goat - Charge,"If the goat moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 2 (1d4) bludgeoning damage. If the target is a creature, it must succeed on a DC 10 Strength saving throw or be knocked prone.",0,1d4
231,Goat - Sure-Footed,The goat has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,0,
232,Goblin - Nimble Escape,The goblin can take the Disengage or Hide action as a bonus action on each of its turns.,0,
233,Gold Dragon Wyrmling - Amphibious,The dragon can breathe air and water.,0,
234,Gorgon - Trampling Charge,"If the gorgon moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 16 Strength saving throw or be knocked prone. If the target is prone, the gorgon can make one attack with its hooves against it as a bonus action.",0,
235,Gray Ooze - Amorphous,The ooze can move through a space as narrow as 1 inch wide without squeezing.,0,
236,Gray Ooze - Corrode Metal,"Any nonmagical weapon made of metal that hits the ooze corrodes. After dealing damage, the weapon takes a permanent and cumulative -1 penalty to damage rolls. If its penalty drops to -5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the ooze is destroyed after dealing damage.
The ooze can eat through 2-inch-thick, nonmagical metal in 1 round.",0,
237,Gray Ooze - False Appearance,"While the ooze remains motionless, it is indistinguishable from an oily pool or wet rock.",0,
238,Green Dragon Wyrmling - Amphibious,The dragon can breathe air and water.,0,
239,Green Hag - Amphibious,The hag can breathe air and water.,0,
240,Green Hag - Innate Spellcasting,"The hag's innate spellcasting ability is Charisma (spell save DC 12). She can innately cast the following spells, requiring no material components:

At will: dancing lights, minor illusion, vicious mockery",0,
241,Green Hag - Mimicry,The hag can mimic animal sounds and humanoid voices. A creature that hears the sounds can tell they are imitations with a successful DC 14 Wisdom (Insight) check.,0,
242,Green Hag - Hag Coven,"When hags must work together, they form covens, in spite of their selfish natures. A coven is made up of hags of any type, all of whom are equals within the group. However, each of the hags continues to desire more personal power.
A coven consists of three hags so that any arguments between two hags can be settled by the third. If more than three hags ever come together, as might happen if two covens come into conflict, the result is usually chaos.",0,
243,Green Hag - Shared Spellcasting (Coven Only),"While all three members of a hag coven are within 30 feet of one another, they can each cast the following spells from the wizard's spell list but must share the spell slots among themselves:

• 1st level (4 slots): identify, ray of sickness
• 2nd level (3 slots): hold person, locate object
• 3rd level (3 slots): bestow curse, counterspell, lightning bolt
• 4th level (3 slots): phantasmal killer, polymorph
• 5th level (2 slots): contact other plane, scrying
• 6th level (1 slot): eye bite

For casting these spells, each hag is a 12th-level spellcaster that uses Intelligence as her spellcasting ability. The spell save DC is 12+the hag's Intelligence modifier, and the spell attack bonus is 4+the hag's Intelligence modifier.",0,
244,Green Hag - Hag Eye (Coven Only),"A hag coven can craft a magic item called a hag eye, which is made from a real eye coated in varnish and often fitted to a pendant or other wearable item. The hag eye is usually entrusted to a minion for safekeeping and transport. A hag in the coven can take an action to see what the hag eye sees if the hag eye is on the same plane of existence. A hag eye has AC 10, 1 hit point, and darkvision with a radius of 60 feet. If it is destroyed, each coven member takes 3d10 psychic damage and is blinded for 24 hours.
A hag coven can have only one hag eye at a time, and creating a new one requires all three members of the coven to perform a ritual. The ritual takes 1 hour, and the hags can't perform it while blinded. During the ritual, if the hags take any action other than performing the ritual, they must start over.",0,
245,Grick - Stone Camouflage,The grick has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,0,
246,Griffon - Keen Sight,The griffon has advantage on Wisdom (Perception) checks that rely on sight.,0,
247,Grimlock - Blind Senses,The grimlock can't use its blindsight while deafened and unable to smell.,0,
248,Grimlock - Keen Hearing and Smell,The grimlock has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,
249,Grimlock - Stone Camouflage,The grimlock has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,0,
250,Guardian Naga - Rejuvenation,"If it dies, the naga returns to life in 1d6 days and regains all its hit points. Only a wish spell can prevent this trait from functioning.",0,
251,Guardian Naga - Spellcasting,"The naga is an 11th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 16, +8 to hit with spell attacks), and it needs only verbal components to cast its spells. It has the following cleric spells prepared:

• Cantrips (at will): mending, sacred flame, thaumaturgy
• 1st level (4 slots): command, cure wounds, shield of faith
• 2nd level (3 slots): calm emotions, hold person
• 3rd level (3 slots): bestow curse, clairvoyance
• 4th level (3 slots): banishment, freedom of movement
• 5th level (2 slots): flame strike, geas
• 6th level (1 slot): true seeing",0,
252,Gynosphinx - Inscrutable,"The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx's intentions or sincerity have disadvantage.",0,
253,Gynosphinx - Magic Weapons,The sphinx's weapon attacks are magical.,0,
254,Gynosphinx - Spellcasting,"The sphinx is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 16, +8 to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following wizard spells prepared:

• Cantrips (at will): mage hand, minor illusion, prestidigitation
• 1st level (4 slots): detect magic, identify, shield
• 2nd level (3 slots): darkness, locate object, suggestion
• 3rd level (3 slots): dispel magic, remove curse, tongues
• 4th level (3 slots): banishment, greater invisibility
• 5th level (1 slot): legend lore",0,
255,Hawk - Keen Sight,The hawk has advantage on Wisdom (Perception) checks that rely on sight.,0,
256,Hell Hound - Keen Hearing and Smell,The hound has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,
257,Hell Hound - Pack Tactics,The hound has advantage on an attack roll against a creature if at least one of the hound's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
258,Hezrou - Magic Resistance,The hezrou has advantage on saving throws against spells and other magical effects.,0,
259,Hezrou - Stench,"Any creature that starts its turn within 10 feet of the hezrou must succeed on a DC 14 Constitution saving throw or be poisoned until the start of its next turn. On a successful saving throw, the creature is immune to the hezrou's stench for 24 hours.",0,
260,Hippogriff - Keen Sight,The hippogriff has advantage on Wisdom (Perception) checks that rely on sight.,0,
261,Hobgoblin - Martial Advantage,"Once per turn, the hobgoblin can deal an extra 7 (2d6) damage to a creature it hits with a weapon attack if that creature is within 5 ft. of an ally of the hobgoblin that isn't incapacitated.",0,2d6
262,Homunculus - Telepathic Bond,"While the homunculus is on the same plane of existence as its master, it can magically convey what it senses to its master, and the two can communicate telepathically.",0,
263,Horned Devil - Devil's Sight,Magical darkness doesn't impede the devil's darkvision.,0,
264,Horned Devil - Magic Resistance,The devil has advantage on saving throws against spells and other magical effects.,0,
265,Hunter Shark - Blood Frenzy,The shark has advantage on melee attack rolls against any creature that doesn't have all its hit points.,0,
266,Hunter Shark - Water Breathing,The shark can breathe only underwater.,0,
267,Hydra - Hold Breath,The hydra can hold its breath for 1 hour.,0,
268,Hydra - Multiple Heads,"The hydra has five heads. While it has more than one head, the hydra has advantage on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious.
Whenever the hydra takes 25 or more damage in a single turn, one of its heads dies. If all its heads die, the hydra dies.
At the end of its turn, it grows two heads for each of its heads that died since its last turn, unless it has taken fire damage since its last turn. The hydra regains 10 hit points for each head regrown in this way.",0,
269,Hydra - Reactive Heads,"For each head the hydra has beyond one, it gets an extra reaction that can be used only for opportunity attacks.",0,
270,Hydra - Wakeful,"While the hydra sleeps, at least one of its heads is awake.",0,
271,Hyena - Pack Tactics,The hyena has advantage on an attack roll against a creature if at least one of the hyena's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
272,Ice Devil - Devil's Sight,Magical darkness doesn't impede the devil's darkvision.,0,
273,Ice Devil - Magic Resistance,The devil has advantage on saving throws against spells and other magical effects.,0,
274,Ice Mephit - Death Burst,"When the mephit dies, it explodes in a burst of jagged ice. Each creature within 5 ft. of it must make a DC 10 Dexterity saving throw, taking 4 (1d8) slashing damage on a failed save, or half as much damage on a successful one.",0,1d8
275,Ice Mephit - False Appearance,"While the mephit remains motionless, it is indistinguishable from an ordinary shard of ice.",0,
276,Ice Mephit - Innate Spellcasting (1/Day),"The mephit can innately cast fog cloud, requiring no material components. Its innate spellcasting ability is Charisma.",0,
277,Imp - Shapechanger,"The imp can use its action to polymorph into a beast form that resembles a rat (speed 20 ft.), a raven (20 ft., fly 60 ft.), or a spider (20 ft., climb 20 ft.), or back into its true form. Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,
278,Imp - Devil's Sight,Magical darkness doesn't impede the imp's darkvision.,0,
279,Imp - Magic Resistance,The imp has advantage on saving throws against spells and other magical effects.,0,
280,Imp - Variant: Familiar,"The imp can serve another creature as a familiar, forming a telepathic bond with its willing master. While the two are bonded, the master can sense what the quasit senses as long as they are within 1 mile of each other. While the imp is within 10 feet of its master, the master shares the quasit's Magic Resistance trait. At any time and for any reason, the imp can end its service as a familiar, ending the telepathic bond.",0,
281,Invisible Stalker - Invisibility,The stalker is invisible.,0,
282,Invisible Stalker - Faultless Tracker,The stalker is given a quarry by its summoner. The stalker knows the direction and distance to its quarry as long as the two of them are on the same plane of existence. The stalker also knows the location of its summoner.,0,
283,Iron Golem - Fire Absorption,"Whenever the golem is subjected to fire damage, it takes no damage and instead regains a number of hit points equal to the fire damage dealt.",0,
284,Iron Golem - Immutable Form,The golem is immune to any spell or effect that would alter its form.,0,
285,Iron Golem - Magic Resistance,The golem has advantage on saving throws against spells and other magical effects.,0,
286,Iron Golem - Magic Weapons,The golem's weapon attacks are magical.,0,
287,Jackal - Keen Hearing and Smell,The jackal has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,
288,Jackal - Pack Tactics,The jackal has advantage on an attack roll against a creature if at least one of the jackal's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
289,Killer Whale - Echolocation,The whale can't use its blindsight while deafened.,0,
290,Killer Whale - Hold Breath,The whale can hold its breath for 30 minutes,0,
291,Killer Whale - Keen Hearing,The whale has advantage on Wisdom (Perception) checks that rely on hearing.,0,
292,Knight - Brave,The knight has advantage on saving throws against being frightened.,0,
293,Kobold - Sunlight Sensitivity,"While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",0,
294,Kobold - Pack Tactics,The kobold has advantage on an attack roll against a creature if at least one of the kobold's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
295,Kraken - Amphibious,The kraken can breathe air and water.,0,
296,Kraken - Freedom of Movement,"The kraken ignores difficult terrain, and magical effects can't reduce its speed or cause it to be restrained. It can spend 5 feet of movement to escape from nonmagical restraints or being grappled.",0,
297,Kraken - Siege Monster,The kraken deals double damage to objects and structures.,0,
298,Lamia - Innate Spellcasting,"The lamia's innate spellcasting ability is Charisma (spell save DC 13). It can innately cast the following spells, requiring no material components. At will: disguise self (any humanoid form), major image 3/day each: charm person, mirror image, scrying, suggestion 1/day: geas",0,
299,Lemure - Devil's Sight,Magical darkness doesn't impede the lemure's darkvision.,0,
300,Lemure - Hellish Rejuvenation,A lemure that dies in the Nine Hells comes back to life with all its hit points in 1d10 days unless it is killed by a good-aligned creature with a bless spell cast on that creature or its remains are sprinkled with holy water.,0,
301,Lich - Legendary Resistance (3/Day),"If the lich fails a saving throw, it can choose to succeed instead.",0,
302,Lich - Rejuvenation,"If it has a phylactery, a destroyed lich gains a new body in 1d10 days, regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery.",0,
303,Lich - Spellcasting,"The lich is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 20, +12 to hit with spell attacks). The lich has the following wizard spells prepared:

• Cantrips (at will): mage hand, prestidigitation, ray of frost
• 1st level (4 slots): detect magic, magic missile, shield, thunderwave
• 2nd level (3 slots): detect thoughts, invisibility, Melf's acid arrow, mirror image
• 3rd level (3 slots): animate dead, counterspell, dispel magic, fireball
• 4th level (3 slots): blight, dimension door
• 5th level (3 slots): cloudkill, scrying
• 6th level (1 slot): disintegrate, globe of invulnerability
• 7th level (1 slot): finger of death, plane shift
• 8th level (1 slot): dominate monster, power word stun
• 9th level (1 slot): power word kill",0,
304,Lich - Turn Resistance,The lich has advantage on saving throws against any effect that turns undead.,0,
305,Lion - Keen Smell,The lion has advantage on Wisdom (Perception) checks that rely on smell.,0,
306,Lion - Pack Tactics,The lion has advantage on an attack roll against a creature if at least one of the lion's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
307,Lion - Pounce,"If the lion moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the lion can make one bite attack against it as a bonus action.",0,
308,Lion - Running Leap,"With a 10-foot running start, the lion can long jump up to 25 ft..",0,
309,Lizardfolk - Hold Breath,The lizardfolk can hold its breath for 15 minutes.,0,
310,Mage - Spellcasting,"The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared:

• Cantrips (at will): fire bolt, light, mage hand, prestidigitation
• 1st level (4 slots): detect magic, mage armor, magic missile, shield
• 2nd level (3 slots): misty step, suggestion
• 3rd level (3 slots): counterspell, fireball, fly
• 4th level (3 slots): greater invisibility, ice storm
• 5th level (1 slot): cone of cold",0,
311,Magma Mephit - Death Burst,"When the mephit dies, it explodes in a burst of lava. Each creature within 5 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.",0,2d6
312,Magma Mephit - False Appearance,"While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma.",0,
313,Magma Mephit - Innate Spellcasting (1/Day),"The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma.",0,
314,Magmin - Death Burst,"When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited.",0,2d6
315,Magmin - Ignited Illumination,"As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 ft.",0,
316,Mammoth - Trampling Charge,"If the mammoth moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone, the mammoth can make one stomp attack against it as a bonus action.",0,
317,Manticore - Tail Spike Regrowth,The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest.,0,
318,Marilith - Magic Resistance,The marilith has advantage on saving throws against spells and other magical effects.,0,
319,Marilith - Magic Weapons,The marilith's weapon attacks are magical.,0,
320,Marilith - Reactive,The marilith can take one reaction on every turn in combat.,0,
321,Mastiff - Keen Hearing and Smell,The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,
322,Medusa - Petrifying Gaze,"When a creature that can see the medusa's eyes starts its turn within 30 ft. of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic.
Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save.
If the medusa sees itself reflected on a polished surface within 30 ft. of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze.",0,
323,Merfolk - Amphibious,The merfolk can breathe air and water.,0,
324,Merrow - Amphibious,The merrow can breathe air and water.,0,
325,Mimic - Shapechanger,"The mimic can use its action to polymorph into an object or back into its true, amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn 't transformed. It reverts to its true form if it dies.",0,
326,Mimic - Adhesive (Object Form Only),The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage.,0,
327,Mimic - False Appearance (Object Form Only),"While the mimic remains motionless, it is indistinguishable from an ordinary object.",0,
328,Mimic - Grappler,The mimic has advantage on attack rolls against any creature grappled by it.,0,
329,Minotaur - Charge,"If the minotaur moves at least 10 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 ft. away and knocked prone.",0,2d8
330,Minotaur - Labyrinthine Recall,The minotaur can perfectly recall any path it has traveled.,0,
331,Minotaur - Reckless,"At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn.",0,
332,Minotaur Skeleton - Charge,"If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.",0,2d8
333,Mule - Beast of Burden,The mule is considered to be a Large animal for the purpose of determining its carrying capacity.,0,
334,Mule - Sure-Footed,The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,0,
335,Mummy Lord - Magic Resistance,The mummy lord has advantage on saving throws against spells and other magical effects.,0,
336,Mummy Lord - Rejuvenation,"A destroyed mummy lord gains a new body in 24 hours if its heart is intact, regaining all its hit points and becoming active again. The new body appears within 5 feet of the mummy lord's heart.",0,
337,Mummy Lord - Spellcasting,"The mummy lord is a 10th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 17, +9 to hit with spell attacks). The mummy lord has the following cleric spells prepared:

• Cantrips (at will): sacred flame, thaumaturgy
• 1st level (4 slots): command, guiding bolt, shield of faith
• 2nd level (3 slots): hold person, silence, spiritual weapon
• 3rd level (3 slots): animate dead, dispel magic
• 4th level (3 slots): divination, guardian of faith
• 5th level (2 slots): contagion, insect plague
• 6th level (1 slot): harm",0,
338,Nalfeshnee - Magic Resistance,The nalfeshnee has advantage on saving throws against spells and other magical effects.,0,
339,Night Hag - Innate Spellcasting,"The hag's innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). She can innately cast the following spells, requiring no material components:

At will: detect magic, magic missile
2/day each: plane shift (self only), ray of enfeeblement, sleep",0,
340,Night Hag - Magic Resistance,The hag has advantage on saving throws against spells and other magical effects.,0,
341,Night Hag - Night Hag Items,"A night hag carries two very rare magic items that she must craft for herself If either object is lost, the night hag will go to great lengths to retrieve it, as creating a new tool takes time and effort.
Heartstone: This lustrous black gem allows a night hag to become ethereal while it is in her possession. The touch of a heartstone also cures any disease. Crafting a heartstone takes 30 days.
Soul Bag: When an evil humanoid dies as a result of a night hag's Nightmare Haunting, the hag catches the soul in this black sack made of stitched flesh. A soul bag can hold only one evil soul at a time, and only the night hag who crafted the bag can catch a soul with it. Crafting a soul bag takes 7 days and a humanoid sacrifice (whose flesh is used to make the bag).",0,
342,Night Hag - Hag Coven,"When hags must work together, they form covens, in spite of their selfish natures. A coven is made up of hags of any type, all of whom are equals within the group. However, each of the hags continues to desire more personal power.
A coven consists of three hags so that any arguments between two hags can be settled by the third. If more than three hags ever come together, as might happen if two covens come into conflict, the result is usually chaos.",0,
343,Night Hag - Shared Spellcasting (Coven Only),"While all three members of a hag coven are within 30 feet of one another, they can each cast the following spells from the wizard's spell list but must share the spell slots among themselves:

• 1st level (4 slots): identify, ray of sickness
• 2nd level (3 slots): hold person, locate object
• 3rd level (3 slots): bestow curse, counterspell, lightning bolt
• 4th level (3 slots): phantasmal killer, polymorph
• 5th level (2 slots): contact other plane, scrying
• 6th level (1 slot): eye bite

For casting these spells, each hag is a 12th-level spellcaster that uses Intelligence as her spellcasting ability. The spell save DC is 12+the hag's Intelligence modifier, and the spell attack bonus is 4+the hag's Intelligence modifier.",0,
344,Night Hag - Hag Eye (Coven Only),"A hag coven can craft a magic item called a hag eye, which is made from a real eye coated in varnish and often fitted to a pendant or other wearable item. The hag eye is usually entrusted to a minion for safekeeping and transport. A hag in the coven can take an action to see what the hag eye sees if the hag eye is on the same plane of existence. A hag eye has AC 10, 1 hit point, and darkvision with a radius of 60 feet. If it is destroyed, each coven member takes 3d10 psychic damage and is blinded for 24 hours.
A hag coven can have only one hag eye at a time, and creating a new one requires all three members of the coven to perform a ritual. The ritual takes 1 hour, and the hags can't perform it while blinded. During the ritual, if the hags take any action other than performing the ritual, they must start over.",0,
345,Nightmare - Confer Fire Resistance,The nightmare can grant resistance to fire damage to anyone riding it.,0,
346,Nightmare - Illumination,The nightmare sheds bright light in a 10-foot radius and dim light for an additional 10 feet.,0,
347,Ochre Jelly - Amorphous,The jelly can move through a space as narrow as 1 inch wide without squeezing.,0,
348,Ochre Jelly - Spider Climb,"The jelly can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
349,Octopus - Hold Breath,"While out of water, the octopus can hold its breath for 30 minutes.",0,
350,Octopus - Underwater Camouflage,The octopus has advantage on Dexterity (Stealth) checks made while underwater.,0,
351,Octopus - Water Breathing,The octopus can breathe only underwater.,0,
352,Ogre Zombie - Undead Fortitude,"If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5+the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.",0,
353,Oni - Innate Spellcasting,"The oni's innate spellcasting ability is Charisma (spell save DC 13). The oni can innately cast the following spells, requiring no material components:

At will: darkness, invisibility
1/day each: charm person, cone of cold, gaseous form, sleep",0,
354,Oni - Magic Weapons,The oni's weapon attacks are magical.,0,
355,Oni - Regeneration,The oni regains 10 hit points at the start of its turn if it has at least 1 hit point.,0,
356,Orc - Aggressive,"As a bonus action, the orc can move up to its speed toward a hostile creature that it can see.",0,
357,Otyugh - Limited Telepathy,The otyugh can magically transmit simple messages and images to any creature within 120 ft. of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.,0,
