name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,wisdom_save,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities,actions,constitution_save,perception,history,legendary_actions,intelligence_save,religion,medicine,stealth,dexterity_save,charisma_save,persuasion,insight,deception,athletics,arcana,nature,acrobatics,strength_save,reactions,survival,investigation,intimidation,performance,arctic,coast,desert,forest,grassland,hill,mountain,swamp,underdark,underwater,urban
Androsphinx,Large,monstrosity,,lawful neutral,17,199,19d10,"40 ft., fly 60 ft.",22,10,20,16,18,23,10,,,"psychic; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, frightened","truesight 120 ft., passive Perception 20","Common, Sphinx",17,"['Androsphinx - Inscrutable', 'Androsphinx - Magic Weapons', 'Androsphinx - Spellcasting']","{'Androsphinx - Roar (3/Day)', 'Androsphinx - Claw', 'Androsphinx - Multiattack'}",11,10,,"[{'name': 'Claw Attack', 'desc': 'The sphinx makes one claw attack.', 'attack_bonus': 0}, {'name': 'Teleport (Costs 2 Actions)', 'desc': 'The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.', 'attack_bonus': 0}, {'name': 'Cast a Spell (Costs 3 Actions)', 'desc': 'The sphinx casts a spell from its list of prepared spells, using a spell slot as normal.', 'attack_bonus': 0}]",9,15,,,6,,,,,,9,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Animated Armor,Medium,construct,,unaligned,18,33,6d8,25 ft.,14,11,13,1,3,1,,,,"poison, psychic","blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned","blindsight 60 ft. (blind beyond this radius), passive Perception 6",,1,"['Animated Armor - Antimagic Susceptibility', 'Animated Armor - False Appearance']","{'Animated Armor - Multiattack', 'Animated Armor - Slam'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ankheg,Large,monstrosity,,unaligned,14,39,6d10,"30 ft., burrow 10 ft.",17,11,13,1,13,6,,,,,,"darkvision 60 ft., tremorsense 60 ft., passive Perception 11",,2,,"{'Ankheg - Acid Spray (Recharge 6)', 'Ankheg - Bite'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ape,Medium,beast,,unaligned,12,19,3d8,"30 ft., climb 30 ft.",16,14,14,6,12,7,,,,,,passive Perception 13,,2-Jan,,"{'Ape - Multiattack', 'Ape - Fist', 'Ape - Rock'}",,3,,,,,,,,,,,,5,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Archmage,Medium,humanoid,any race,any alignment,12,99,18d8,30 ft.,10,14,12,20,15,16,6,,"damage from spells; non magical bludgeoning, piercing, and slashing (from stoneskin)",,,passive Perception 12,any six languages,12,"['Archmage - Magic Resistance', 'Archmage - Spellcasting']",{'Archmage - Dagger'},,,13,,9,,,,,,,,,,13,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Assassin,Medium,humanoid,any race,any non-good alignment,15,78,12d8,30 ft.,11,16,14,13,11,10,,,poison,,,passive Perception 13,Thieves' cant plus any two languages,8,"['Assassin - Assassinate', 'Assassin - Evasion', 'Assassin - Sneak Attack (1/Turn)']","{'Assassin - Shortsword', 'Assassin - Light Crossbow', 'Assassin - Multiattack'}",,3,,,4,,,9,6,,,,3,,,,6,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Awakened Shrub,Small,plant,,unaligned,9,10,3d6,20 ft.,3,8,11,10,10,6,,fire,piercing,,,passive Perception 10,one language known by its creator,0,['Awakened Shrub - False Appearance'],{'Awakened Shrub - Rake'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Awakened Tree,Huge,plant,,unaligned,13,59,7d12,20 ft.,19,6,15,10,10,7,,fire,"bludgeoning, piercing",,,passive Perception 10,one language known by its creator,2,['Awakened Tree - False Appearance'],{'Awakened Tree - Slam'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Axe Beak,Large,beast,,unaligned,11,19,3d10,50 ft.,14,12,12,2,10,5,,,,,,passive Perception 10,,4-Jan,,{'Axe Beak - Beak'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Azer,Medium,elemental,,lawful neutral,17,39,6d8,30 ft.,17,12,15,12,13,10,,,,"fire, poison",poisoned,passive Perception 11,Ignan,2,"['Azer - Heated Body', 'Azer - Heated Weapons', 'Azer - Illumination']",{'Azer - Warhammer'},4,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Baboon,Small,beast,,unaligned,12,3,1d6,"30 ft., climb 30 ft.",8,14,11,4,12,6,,,,,,passive Perception 11,,0,['Baboon - Pack Tactics'],{'Baboon - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Badger,Tiny,beast,,unaligned,10,3,1d4,"20 ft., burrow 5 ft.",4,11,12,2,12,5,,,,,,"darkvision 30 ft., passive Perception 11",,0,['Badger - Keen Smell'],{'Badger - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Balor,Huge,fiend,demon,chaotic evil,19,262,21d12,"40 ft., fly 80 ft.",26,15,22,20,16,22,9,,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical weapons","fire, poison",poisoned,"truesight 120 ft., passive Perception 13","Abyssal, telepathy 120 ft.",19,"['Balor - Death Throes', 'Balor - Fire Aura', 'Balor - Magic Resistance', 'Balor - Magic Weapons']","{'Balor - Whip', 'Balor - Variant: Summon Demon (1/Day)', 'Balor - Teleport', 'Balor - Multiattack', 'Balor - Longsword'}",12,,,,,,,,,12,,,,,,,,14,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bandit,Medium,humanoid,any race,any non-lawful alignment,12,11,2d8,30 ft.,11,12,12,10,10,10,,,,,,passive Perception 10,any one language (usually Common),8-Jan,,"{'Bandit - Light Crossbow', 'Bandit - Scimitar'}",,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Bandit Captain,Medium,humanoid,any race,any non-lawful alignment,15,65,10d8,30 ft.,15,16,14,14,11,14,2,,,,,passive Perception 10,any two languages,2,,"{'Bandit Captain - Multiattack', 'Bandit Captain - Scimitar', 'Bandit Captain - Dagger'}",,,,,,,,,5,,,,4,4,,,,4,{'Bandit Captain - Parry'},,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Barbed Devil,Medium,fiend,devil,lawful evil,15,110,13d8,30 ft.,16,17,18,12,14,14,5,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,"darkvision 120 ft., passive Perception 18","Infernal, telepathy 120 ft.",5,"['Barbed Devil - Barbed Hide', ""Barbed Devil - Devil's Sight"", 'Barbed Devil - Magic Resistance']","{'Barbed Devil - Multiattack', 'Barbed Devil - Claw', 'Barbed Devil - Tail', 'Barbed Devil - Hurl Flame'}",7,8,,,,,,,,5,,5,5,,,,,6,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Basilisk,Medium,monstrosity,,unaligned,12,52,8d8,20 ft.,16,8,15,2,8,7,,,,,,"darkvision 60 ft., passive Perception 9",,3,['Basilisk - Petrifying Gaze'],{'Basilisk - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bat,Tiny,beast,,unaligned,12,1,1d4,"5 ft., fly 30 ft.",2,15,8,2,12,4,,,,,,"blindsight 60 ft., passive Perception 11",,0,"['Bat - Echolocation', 'Bat - Keen Hearing']",{'Bat - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bearded Devil,Medium,fiend,devil,lawful evil,13,52,8d8,30 ft.,16,15,15,9,11,11,2,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,"darkvision 120 ft., passive Perception 10","Infernal, telepathy 120 ft.",3,"[""Bearded Devil - Devil's Sight"", 'Bearded Devil - Magic Resistance', 'Bearded Devil - Steadfast']","{'Bearded Devil - Glaive', 'Bearded Devil - Beard', 'Bearded Devil - Multiattack'}",4,,,,,,,,,,,,,,,,,5,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Behir,Huge,monstrosity,,neutral evil,17,168,16d12,"50 ft., climb 40 ft.",23,16,18,7,14,12,,,,lightning,,"darkvision 90 ft., passive Perception 16",Draconic,11,,"{'Behir - Multiattack', 'Behir - Constrict', 'Behir - Lightning Breath (Recharge 5-6)', 'Behir - Bite', 'Behir - Swallow'}",,6,,,,,,7,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Berserker,Medium,humanoid,any race,any chaotic alignment,13,67,9d8,30 ft.,16,12,17,9,11,9,,,,,,passive Perception 10,any one language (usually Common),2,['Berserker - Reckless'],{'Berserker - Greataxe'},,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Black Bear,Medium,beast,,unaligned,11,19,3d8,"40 ft., climb 30 ft.",15,10,14,2,12,7,,,,,,passive Perception 13,,2-Jan,['Black Bear - Keen Smell'],"{'Black Bear - Claws', 'Black Bear - Bite', 'Black Bear - Multiattack'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Black Dragon, Wyrmling",Medium,dragon,,chaotic evil,17,33,6d8,"30 ft., fly 60 ft., swim 30 ft.",15,14,13,10,11,13,2,,,acid,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,2,['Black Dragon Wyrmling - Amphibious'],"{'Black Dragon Wyrmling - Acid Breath (Recharge 5-6)', 'Black Dragon Wyrmling - Bite'}",3,4,,,,,,4,4,3,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Black Pudding,Large,ooze,,unaligned,7,85,10d10,"20 ft., climb 20 ft.",16,5,16,1,6,1,,,,"acid, cold, lightning, slashing","blinded, charmed, deafened, exhaustion, frightened, prone","blindsight 60 ft. (blind beyond this radius), passive Perception 8",,4,"['Black Pudding - Amorphous', 'Black Pudding - Corrosive Form', 'Black Pudding - Spider Climb']",{'Black Pudding - Pseudopod'},,,,,,,,,,,,,,,,,,,{'Black Pudding - Split'},,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Blink Dog,Medium,fey,,lawful good,13,22,4d8,40 ft.,12,17,12,10,13,11,,,,,,passive Perception 10,"Blink Dog, understands Sylvan but can't speak it",4-Jan,['Blink Dog - Keen Hearing and Smell'],"{'Blink Dog - Teleport (Recharge 4-6)', 'Blink Dog - Bite'}",,3,,,,,,5,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blood Hawk,Small,beast,,unaligned,12,7,2d6,"10 ft., fly 60 ft.",6,14,10,3,14,5,,,,,,passive Perception 14,,8-Jan,"['Blood Hawk - Keen Sight', 'Blood Hawk - Pack Tactics']",{'Blood Hawk - Beak'},,4,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Blue Dragon, Wyrmling",Medium,dragon,,lawful evil,17,52,8d8,"30 ft., burrow 15 ft., fly 60 ft.",17,10,15,12,11,15,2,,,lightning,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,3,,"{'Blue Dragon Wyrmling - Lightning Breath (Recharge 5-6)', 'Blue Dragon Wyrmling - Bite'}",4,4,,,,,,2,2,4,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Boar,Medium,beast,,unaligned,11,11,2d8,40 ft.,13,11,12,2,9,5,,,,,,passive Perception 9,,4-Jan,"['Boar - Charge', 'Boar - Relentless (Recharges after a Short or Long Rest)']",{'Boar - Tusk'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Bone Devil,Large,fiend,devil,lawful evil,19,142,15d10,"40 ft., fly 40 ft.",18,16,18,13,14,16,6,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,"darkvision 120 ft., passive Perception 9","Infernal, telepathy 120 ft.",12,"[""Bone Devil - Devil's Sight"", 'Bone Devil - Magic Resistance']","{'Bone Devil - Claw', 'Bone Devil - Multiattack', 'Bone Devil - Sting'}",,,,,5,,,,,7,,6,7,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Brass Dragon, Wyrmling",Medium,dragon,,chaotic good,16,16,3d8,"30 ft., burrow 15 ft., fly 60 ft.",15,10,13,10,11,13,2,,,fire,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,1,,"{'Brass Dragon Wyrmling - Bite', 'Brass Dragon Wyrmling - Breath Weapons (Recharge 5-6)'}",3,4,,,,,,2,2,3,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bronze Dragon, Wyrmling",Medium,dragon,,lawful good,17,32,5d8,"30 ft., fly 60 ft., swim 30 ft.",17,10,15,12,11,15,2,,,lightning,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,2,['Bronze Dragon Wyrmling - Amphibious'],"{'Bronze Dragon Wyrmling - Bite', 'Bronze Dragon Wyrmling - Breath Weapons (Recharge 5-6)'}",4,4,,,,,,2,2,4,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brown Bear,Large,beast,,unaligned,11,34,4d10,"40 ft., climb 30 ft.",19,10,16,2,13,7,,,,,,passive Perception 13,,1,['Brown Bear - Keen Smell'],"{'Brown Bear - Multiattack', 'Brown Bear - Bite', 'Brown Bear - Claws'}",,3,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bugbear,Medium,humanoid,goblinoid,chaotic evil,16,27,5d8,30 ft.,15,14,13,8,11,9,,,,,,"darkvision 60 ft., passive Perception 10","Common, Goblin",1,"['Bugbear - Brute', 'Bugbear - Surprise Attack']","{'Bugbear - Javelin', 'Bugbear - Morningstar'}",,,,,,,,6,,,,,,,,,,,,2,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Bulette,Large,monstrosity,,unaligned,17,94,9d10,"40 ft., burrow 40 ft.",19,11,21,2,10,5,,,,,,"darkvision 60 ft., tremorsense 60 ft., passive Perception 16",,5,['Bulette - Standing Leap'],"{'Bulette - Deadly Leap', 'Bulette - Bite'}",,6,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Camel,Large,beast,,unaligned,9,15,2d10,50 ft.,16,8,14,2,8,5,,,,,,passive Perception 9,,8-Jan,,{'Camel - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Carrion Crawler,Large,monstrosity,,unaligned,13,51,6d10,"30 ft., climb 30 ft.",14,13,16,1,12,5,,,,,,"darkvision 60 ft., passive Perception 13",,2,"['Carrion Crawler - Keen Smell', 'Carrion Crawler - Spider Climb']","{'Carrion Crawler - Multiattack', 'Carrion Crawler - Bite', 'Carrion Crawler - Tentacles'}",,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cat,Tiny,beast,,unaligned,12,2,1d4,"40 ft., climb 30 ft.",3,15,10,3,12,7,,,,,,passive Perception 13,,0,['Cat - Keen Smell'],{'Cat - Claws'},,3,,,,,,4,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Cave Bear,Large,beast,,unaligned,12,42,5d10,"40 ft., swim 30 ft.",20,10,16,2,13,7,,,,,,"darkvision 60 ft., passive Perception 13",,2,['Cave Bear - Keen Smell'],"{'Cave Bear - Claws', 'Cave Bear - Bite', 'Cave Bear - Multiattack'}",,3,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Centaur,Large,monstrosity,,neutral good,12,45,6d10,50 ft.,18,14,14,9,13,11,,,,,,passive Perception 13,"Elvish, Sylvan",2,['Centaur - Charge'],"{'Centaur - Longbow', 'Centaur - Multiattack', 'Centaur - Pike', 'Centaur - Hooves'}",,3,,,,,,,,,,,,6,,,,,,3,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chain Devil,Medium,fiend,devil,lawful evil,16,85,10d8,30 ft.,18,15,18,11,12,14,,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,"darkvision 120 ft., passive Perception 8","Infernal, telepathy 120 ft.",11,"[""Chain Devil - Devil's Sight"", 'Chain Devil - Magic Resistance']","{'Chain Devil - Chain', 'Chain Devil - Multiattack', 'Chain Devil - Animate Chains (Recharges after a Short or Long Rest)'}",,,,,,,,,,,,,,,,,,,{'Chain Devil - Unnerving Mask'},,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chimera,Large,monstrosity,,chaotic evil,14,114,12d10,"30 ft., fly 60 ft.",19,11,19,3,14,10,,,,,,"darkvision 60 ft., passive Perception 18",understands Draconic but can't speak,6,,"{'Chimera - Horns', 'Chimera - Multiattack', 'Chimera - Bite', 'Chimera - Fire Breath (Recharge 5-6)', 'Chimera - Claws'}",,8,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Chuul,Large,aberration,,chaotic evil,16,93,11d10,"30 ft., swim 30 ft.",19,10,16,5,11,5,,,,poison,poisoned,"darkvision 60 ft., passive Perception 14",understands Deep Speech but can't speak,4,"['Chuul - Amphibious', 'Chuul - Sense Magic']","{'Chuul - Tentacles', 'Chuul - Multiattack', 'Chuul - Pincer'}",,4,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Clay Golem,Large,construct,,unaligned,14,133,14d10,20 ft.,20,9,18,3,8,1,,,,"acid, poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 60 ft., passive Perception 9",understands the languages of its creator but can't speak,9,"['Clay Golem - Acid Absorption', 'Clay Golem - Berserk', 'Clay Golem - Immutable Form', 'Clay Golem - Magic Resistance', 'Clay Golem - Magic Weapons']","{'Clay Golem - Slam', 'Clay Golem - Multiattack', 'Clay Golem - Haste (Recharge 5-6)'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cloaker,Large,aberration,,chaotic neutral,14,78,12d10,"10 ft., fly 40 ft.",17,15,12,13,12,14,,,,,,"darkvision 60 ft., passive Perception 11","Deep Speech, Undercommon",8,"['Cloaker - Damage Transfer', 'Cloaker - False Appearance', 'Cloaker - Light Sensitivity']","{'Cloaker - Tail', 'Cloaker - Bite', 'Cloaker - Phantasms (Recharges after a Short or Long Rest)', 'Cloaker - Moan', 'Cloaker - Multiattack'}",,,,,,,,5,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cloud Giant,Huge,giant,,neutral good (50%) or neutral evil (50%),14,200,16d12,40 ft.,27,10,22,12,16,16,7,,,,,passive Perception 17,"Common, Giant",9,"['Cloud Giant - Keen Smell', 'Cloud Giant - Innate Spellcasting']","{'Cloud Giant - Rock', 'Cloud Giant - Morningstar', 'Cloud Giant - Multiattack'}",10,7,,,,,,,,7,,7,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cockatrice,Small,monstrosity,,unaligned,11,27,6d6,"20 ft., fly 40 ft.",6,12,12,2,13,5,,,,,,"darkvision 60 ft., passive Perception 11",,2-Jan,,{'Cockatrice - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Commoner,Medium,humanoid,any race,any alignment,10,4,1d8,30 ft.,10,10,10,10,10,10,,,,,,passive Perception 10,any one language (usually Common),0,,{'Commoner - Club'},,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Constrictor Snake,Large,beast,,unaligned,12,13,2d10,"30 ft., swim 30 ft.",15,14,12,1,10,3,,,,,,"blindsight 10 ft., passive Perception 10",,4-Jan,,"{'Constrictor Snake - Constrict', 'Constrictor Snake - Bite'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Copper Dragon Wyrmling,Medium,dragon,,chaotic good,16,22,4d8,"30 ft., climb 30 ft., fly 60 ft.",15,12,13,14,11,13,2,,,acid,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,1,,"{'Copper Dragon Wyrmling - Breath Weapons (Recharge 5-6)', 'Copper Dragon Wyrmling - Bite'}",3,4,,,,,,3,3,3,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Couatl,Medium,celestial,,lawful good,19,97,13d8,"30 ft., fly 90 ft.",16,20,17,18,20,18,7,,radiant,"psychic; bludgeoning, piercing, and slashing from nonmagical weapons",,"truesight 120 ft., passive Perception 15","all, telepathy 120 ft.",4,"['Couatl - Innate Spellcasting', 'Couatl - Magic Weapons', 'Couatl - Shielded Mind']","{'Couatl - Constrict', 'Couatl - Change Shape', 'Couatl - Bite'}",5,,,,,,,,,6,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Crab,Tiny,beast,,unaligned,11,2,1d4,"20 ft., swim 20 ft.",2,11,10,1,8,2,,,,,,"blindsight 30 ft., passive Perception 9",,0,['Crab - Amphibious'],{'Crab - Claw'},,,,,,,,2,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crocodile,Large,beast,,unaligned,12,19,3d10,"20 ft., swim 20 ft.",15,10,13,2,10,5,,,,,,passive Perception 10,,2-Jan,['Crocodile - Hold Breath'],{'Crocodile - Bite'},,,,,,,,2,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Cult Fanatic,Medium,humanoid,any race,any non-good alignment,13,22,6d8,30 ft.,11,14,12,10,13,14,,,,,,passive Perception 11,any one language (usually Common),2,"['Cult Fanatic - Dark Devotion', 'Cult Fanatic - Spellcasting']","{'Cult Fanatic - Multiattack', 'Cult Fanatic - Dagger'}",,,,,,2,,,,,4,,4,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Cultist,Medium,humanoid,any race,any non-good alignment,12,9,2d8,30 ft.,11,12,10,10,11,10,,,,,,passive Perception 10,any one language (usually Common),8-Jan,['Cultist - Dark Devotion'],{'Cultist - Scimitar'},,,,,,2,,,,,,,2,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Darkmantle,Small,monstrosity,,unaligned,11,22,5d6,"10 ft., fly 30 ft.",16,12,13,2,10,5,,,,,,"blindsight 60 ft., passive Perception 10",,2-Jan,"['Darkmantle - Echolocation', 'Darkmantle - False Appearance']","{'Darkmantle - Darkness Aura (1/day)', 'Darkmantle - Crush'}",,,,,,,,3,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Death Dog,Medium,monstrosity,,neutral evil,12,39,6d8,40 ft.,15,14,14,3,13,6,,,,,,"darkvision 120 ft., passive Perception 15",,1,['Death Dog - Two-Headed'],"{'Death Dog - Bite', 'Death Dog - Multiattack'}",,5,,,,,,4,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deep Gnome (Svirfneblin),Small,humanoid,gnome,neutral good,15,16,3d6,20 ft.,15,14,14,12,10,9,,,,,,"darkvision 120 ft., passive Perception 12","Gnomish, Terran, Undercommon",2-Jan,"['Deep Gnome (Svirfneblin) - Stone Camouflage', 'Deep Gnome (Svirfneblin) - Gnome Cunning', 'Deep Gnome (Svirfneblin) - Innate Spellcasting']","{'Deep Gnome (Svirfneblin) - Poisoned Dart', 'Deep Gnome (Svirfneblin) - War Pick'}",,2,,,,,,4,,,,,,,,,,,,,3,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deer,Medium,beast,,unaligned,13,4,1d8,50 ft.,11,16,11,2,14,5,,,,,,passive Perception 12,,0,,{'Deer - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
